Sector Code - Calculated,Transaction Year - Calculated,Recipient Name,Reporting Organisation Narrative,x_transaction_value_usd_Sum
13020,2017,Kenya,dance4life,320529.507
13020,2017,Kenya,DFAT / Irish Aid,29640.75969
13020,2017,Kenya,European Commission - International Partnerships,200768.4334
13020,2017,Kenya,"Foreign Affairs, Trade and Development Canada (DFATD)",296213.485
13020,2017,Kenya,"Foreign, Commonwealth and Development Office",22918054.25
13020,2017,Kenya,Frontline AIDS,83314.85444
13020,2017,Kenya,Health Poverty Action,720685.7907
13020,2017,Kenya,International Planned Parenthood Federation,362921.612
13020,2017,Kenya,International Rescue Committee Inc.,1017396.33
13020,2017,Kenya,IRC-UK,1330754.143
13020,2017,Kenya,Kisumu Medical Education Trust - KMET,
13020,2017,Kenya,Ministry of Foreign Affairs of the Netherlands,677580
13020,2017,Kenya,MSI Reproductive Choices,21709089.52
13020,2017,Kenya,Norad - Norwegian Agency for Development Cooperation,65309.4546
13020,2017,Kenya,Options Consultancy Services,523388.9714
13020,2017,Kenya,Plan International Netherlands,87695.63418
13020,2017,Kenya,Population Services International,194227.1777
13020,2017,Kenya,Royal Tropical Institute,202760.0492
13020,2017,Kenya,Rutgers,7152747.884
13020,2017,Kenya,Save The Children International,2080340.753
13020,2017,Kenya,Stichting Simavi,
13020,2017,Kenya,UNICEF,7717170.736
13020,2017,Kenya,U.S. Agency for International Development,34782711.23
13020,2017,Kenya,World Bank,4073828.1
13020,2017,Kiribati,Australian Aid,640278
13020,2017,Kiribati,New Zealand Ministry of Foreign Affairs and Trade,56864
13020,2017,Korea (the Democratic People's Republic of),UNICEF,1369188.36
13020,2017,Korea (the Republic of),Aidsfonds - Soaaids Nederland,3964.285714
13020,2017,Kosovo,UNICEF,739676.99
13020,2017,Kyrgyzstan,AFEW International,242206.7304
13020,2017,Kyrgyzstan,Aidsfonds - Soaaids Nederland,3964.285714
13020,2017,Kyrgyzstan,Frontline AIDS,39190.45457
13020,2017,Kyrgyzstan,UNICEF,603368.949
13020,2017,Kyrgyzstan,World Bank,1491545.88
13020,2017,Lao People's Democratic Republic (the),UNICEF,167373.415
13020,2017,Lao People's Democratic Republic (the),World Bank,3045392.4
13020,2017,Lebanon,Australian Aid,12719.6784
13020,2017,Lebanon,Frontline AIDS,3664.97533
13020,2017,Lebanon,International Development Research Centre,614859
13020,2017,Lebanon,UNICEF,693588.621
13020,2017,Lebanon,World Bank,32572000
13020,2017,Lesotho,Aidsfonds - Soaaids Nederland,8304.941964
13020,2017,Lesotho,UNICEF,219468.63
13020,2017,Lesotho,World Bank,772120.35
13020,2017,Liberia,Bill and Melinda Gates Foundation,835332
13020,2017,Liberia,Sweden,2503802.504
13020,2017,Liberia,UNICEF,6350785.882
13020,2017,Liberia,U.S. Agency for International Development,25886340.84
13020,2017,Libya,UNICEF,348208.232
13020,2017,Lithuania,Aidsfonds - Soaaids Nederland,3964.285714
13020,2017,Madagascar,AFD,78045.05344
13020,2017,Madagascar,Aidsfonds - Soaaids Nederland,3964.285714
13020,2017,Madagascar,UNICEF,888277.411
13020,2017,Madagascar,U.S. Agency for International Development,22612327.2
13020,2017,Madagascar,World Bank,-132981.65
13020,2017,Malawi,Aidsfonds - Soaaids Nederland,164168.5454
13020,2017,Malawi,Amref Flying Doctors,512726.3106
13020,2017,Malawi,Amref Health Africa in Malawi,436805.5766
13020,2017,Malawi,Bill and Melinda Gates Foundation,3217784.77
13020,2017,Malawi,Centre for Alternatives for Victimised Women and Children,
13020,2017,Malawi,Charity Projects Ltd (Comic Relief),27330.9058
13020,2017,Malawi,CHOICE for Youth and Sexuality,290548.6661
13020,2017,Malawi,European Commission - International Partnerships,1493541.023
13020,2017,Malawi,"Foreign Affairs, Trade and Development Canada (DFATD)",3402.444326
13020,2017,Malawi,International Development Research Centre,38985.759
13020,2017,Malawi,International Service,3014.985885
13020,2017,Malawi,Norad - Norwegian Agency for Development Cooperation,3941576.48
13020,2017,Malawi,Plan International Netherlands,157858.3152
13020,2017,Malawi,Royal Tropical Institute,186966.2712
13020,2017,Malawi,Rutgers,7238362.409
13020,2017,Malawi,Save The Children International,69.5574
13020,2017,Malawi,Stichting Simavi,362349.5329
13020,2017,Malawi,UNICEF,10004932.37
13020,2017,Malawi,U.S. Agency for International Development,13820636.45
13020,2017,Malawi,World Bank,3671564.46
13020,2017,Malaysia,Aidsfonds - Soaaids Nederland,24304.94196
13020,2017,Malaysia,Frontline AIDS,52737.11324
13020,2017,Maldives,UNICEF,1606.932
13020,2017,Mali,AECID Spanish Agency for International Development Cooperation,939631.8064
13020,2017,Mali,Aidsfonds - Soaaids Nederland,3964.285714
13020,2017,Mali,Bill and Melinda Gates Foundation,41300
13020,2017,Mali,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),297528
13020,2017,Mali,"Foreign Affairs, Trade and Development Canada (DFATD)",2924888.12
13020,2017,Mali,Ministry of Foreign Affairs of the Netherlands,9484728.702
13020,2017,Mali,MSI Reproductive Choices,9421295.06
13020,2017,Mali,Norad - Norwegian Agency for Development Cooperation,1297513.066
13020,2017,Mali,UNICEF,12082457.54
13020,2017,Mali,U.S. Agency for International Development,30838991.48
13020,2017,Mali,World Bank,-9763357.5
13020,2017,Mauritania,Aidsfonds - Soaaids Nederland,4340.65625
13020,2017,Mauritania,Bill and Melinda Gates Foundation,34300
13020,2017,Mauritania,Memisa Belgique asbl,291779.7255
13020,2017,Mauritania,UNICEF,1092010.986
13020,2017,Mauritania,World Bank,10800000
13020,2017,Mauritius,Aidsfonds - Soaaids Nederland,3964.285714
13020,2017,Mexico,Aidsfonds - Soaaids Nederland,8304.941964
13020,2017,Mexico,Frontline AIDS,40064.40567
13020,2017,Mexico,International Development Research Centre,45999.3123
13020,2017,Mexico,World Health Organization,341439
13020,2017,"Middle East, regional",Frontline AIDS,3128.581685
13020,2017,"Middle East, regional",International Planned Parenthood Federation,597470.2793
13020,2017,Moldova (the Republic of),Swiss Agency for Development and Cooperation (SDC),568821.4592
13020,2017,Mongolia,Swiss Agency for Development and Cooperation (SDC),191929.5
13020,2017,Mongolia,UNICEF,306346.849
13020,2017,Montenegro,Aidsfonds - Soaaids Nederland,3964.285714
13020,2017,Montenegro,UNICEF,3458.589
13020,2017,Morocco,Aidsfonds - Soaaids Nederland,8304.941964
13020,2017,Morocco,Frontline AIDS,40064.40567
13020,2017,Morocco,Swiss Agency for Development and Cooperation (SDC),18079.45425
13020,2017,Morocco,UNICEF,281966.366
13020,2017,Mozambique,Aidsfonds - Soaaids Nederland,8304.941964
13020,2017,Mozambique,Bill and Melinda Gates Foundation,36320.85
13020,2017,Mozambique,CHOICE for Youth and Sexuality,158346.9629
13020,2017,Mozambique,Flemish Interuniversity Council for University Development Cooperation (VLIR-UOS),153604.687
13020,2017,Mozambique,"Foreign Affairs, Trade and Development Canada (DFATD)",9557440.546
13020,2017,Mozambique,"Foreign, Commonwealth and Development Office",27203121.06
13020,2017,Mozambique,International Development Research Centre,833714.1315
13020,2017,Mozambique,Ministry of Foreign Affairs of the Netherlands,1170980.204
13020,2017,Mozambique,Plan International Netherlands,161263.9853
13020,2017,Mozambique,Population Services International,964326.2095
13020,2017,Mozambique,Royal Tropical Institute,192082.8512
13020,2017,Mozambique,Sweden,7250715.332
13020,2017,Mozambique,UNICEF,2568082.047
13020,2017,Mozambique,U.S. Agency for International Development,27283237.2
13020,2017,Mozambique,World Bank,22339701.5
13020,2017,Myanmar,Aidsfonds - Soaaids Nederland,3964.285714
13020,2017,Myanmar,Australian Aid,1891674.174
13020,2017,Myanmar,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),216384
13020,2017,Myanmar,"Foreign Affairs, Trade and Development Canada (DFATD)",1350.870601
13020,2017,Myanmar,"Foreign, Commonwealth and Development Office",24395875.15
13020,2017,Myanmar,Frontline AIDS,68274.4909
13020,2017,Myanmar,Health Poverty Action,2563602.382
13020,2017,Myanmar,Norad - Norwegian Agency for Development Cooperation,2109442.647
13020,2017,Myanmar,Save The Children International,10568273.13
13020,2017,Myanmar,Sweden,11232011.23
13020,2017,Myanmar,UNICEF,921017.833
13020,2017,Myanmar,U.S. Agency for International Development,10427578.18
13020,2017,Namibia,Aidsfonds - Soaaids Nederland,8304.941964
13020,2017,Namibia,European Commission - International Partnerships,1388982.535
13020,2017,Namibia,Frontline AIDS,62765.51979
13020,2017,Namibia,Sweden,51415.79502
13020,2017,Namibia,UNICEF,921832.422
13020,2017,Nepal,Aidsfonds - Soaaids Nederland,8304.941964
13020,2017,Nepal,Australian Aid,336574.2569
13020,2017,Nepal,Bill and Melinda Gates Foundation,360830.848
13020,2017,Nepal,dance4life,314956.1235
13020,2017,Nepal,"Foreign, Commonwealth and Development Office",281108.2459
13020,2017,Nepal,Ministry for Foreign Affairs of Finland,124223
13020,2017,Nepal,Netherlands Enterprise Agency,15568.378
13020,2017,Nepal,Norad - Norwegian Agency for Development Cooperation,1525418.029
13020,2017,Nepal,Options Consultancy Services,5272669.897
13020,2017,Nepal,PHASE Worldwide,30895.74509
13020,2017,Nepal,Sweden,28782.02878
13020,2017,Nepal,UNICEF,1335724.198
13020,2017,Nepal,U.S. Agency for International Development,38382475.36
13020,2017,Netherlands (the),Aidsfonds - Soaaids Nederland,8304.941964
13020,2017,Netherlands (the),CHOICE for Youth and Sexuality,145882.6352
13020,2017,Netherlands (the),Royal Tropical Institute,225030.6962
13020,2017,Netherlands (the),Rutgers,886418.0611
13020,2017,Netherlands (the),Stichting Simavi,
13020,2017,New Zealand,Aidsfonds - Soaaids Nederland,8304.941964
13020,2017,Nicaragua,Aidsfonds - Soaaids Nederland,4340.65625
13020,2017,Nicaragua,Bill and Melinda Gates Foundation,961875
13020,2017,Nicaragua,"Foreign Affairs, Trade and Development Canada (DFATD)",55207.10783
13020,2017,Nicaragua,Plan International Netherlands,519088.8745
13020,2017,Nicaragua,UNICEF,104967.599
13020,2017,Nicaragua,U.S. Agency for International Development,51943.75
13020,2017,Nicaragua,World Health Organization,595703.8
13020,2017,Nigeria,Aidsfonds - Soaaids Nederland,8304.941964
13020,2017,Nigeria,Bill and Melinda Gates Foundation,11573427.13
13020,2017,Nigeria,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),251637.687
13020,2017,Nigeria,Charity Projects Ltd (Comic Relief),147327.7256
13020,2017,Nigeria,"Foreign Affairs, Trade and Development Canada (DFATD)",3215512.307
13020,2017,Nigeria,"Foreign, Commonwealth and Development Office",40290640.14
13020,2017,Nigeria,International Development Research Centre,1902778.259
13020,2017,Nigeria,Ministry of Foreign Affairs of the Netherlands,620061.3631
13020,2017,Nigeria,MSI Reproductive Choices,9844580.058
13020,2017,Nigeria,UNICEF,32091979.08
13020,2017,Nigeria,U.S. Agency for International Development,83472364.97
13020,2017,Nigeria,World Bank,26496120.3
13020,2017,Niger (the),Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),3516240
13020,2017,Niger (the),International Development Research Centre,15653.28538
13020,2017,Niger (the),MSI Reproductive Choices,4375368.914
13020,2017,Niger (the),UNICEF,3168697.005
13020,2017,Niger (the),World Bank,1222942.14
13020,2017,"North & Central America, regional",Bill and Melinda Gates Foundation,20000
13020,2017,"North & Central America, regional",Ipas,901600
13020,2017,North Macedonia,Aidsfonds - Soaaids Nederland,3964.285714
13020,2017,North Macedonia,UNICEF,530796.312
13020,2017,Norway,Aidsfonds - Soaaids Nederland,8304.941964
13020,2017,"Oceania, regional",International Planned Parenthood Federation,298735.1396
13020,2017,"Oceania, regional",New Zealand Ministry of Foreign Affairs and Trade,426480
13020,2017,Pakistan,Aidsfonds - Soaaids Nederland,19964.28571
13020,2017,Pakistan,Bill and Melinda Gates Foundation,2605269.92
13020,2017,Pakistan,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),4508000
13020,2017,Pakistan,dance4life,338569.1089
13020,2017,Pakistan,"Foreign Affairs, Trade and Development Canada (DFATD)",286291.5088
13020,2017,Pakistan,"Foreign, Commonwealth and Development Office",66693482
13020,2017,Pakistan,International Planned Parenthood Federation,381725.2473
13020,2017,Pakistan,MSI Reproductive Choices,32249059.23
13020,2017,Pakistan,Plan International Netherlands,108224.3224
13020,2017,Pakistan,Royal Tropical Institute,180118.6192
13020,2017,Pakistan,Rutgers,7400113.415
13020,2017,Pakistan,UNICEF,6241604.719
13020,2017,Pakistan,U.S. Agency for International Development,40511388.32
13020,2017,Pakistan,World Bank,1089669.42
13020,2017,"Palestine, State of",International Development Research Centre,327963.325
13020,2017,"Palestine, State of",Sweden,4855504.856
13020,2017,"Palestine, State of",UNICEF,7467176.648
13020,2017,Panama,Aidsfonds - Soaaids Nederland,4340.65625
13020,2017,Panama,Bill and Melinda Gates Foundation,978750
13020,2017,Panama,World Bank,-715139.6
13020,2017,Panama,World Health Organization,9000
13020,2017,Papua New Guinea,Aidsfonds - Soaaids Nederland,8304.941964
13020,2017,Papua New Guinea,Australian Aid,29292174.27
13020,2017,Papua New Guinea,UNICEF,3216844.28
13020,2017,Paraguay,Aidsfonds - Soaaids Nederland,4340.65625
13020,2017,Paraguay,"Foreign Affairs, Trade and Development Canada (DFATD)",55207.10783
13020,2017,Paraguay,UNICEF,1926877.793
13020,2017,Paraguay,World Health Organization,110999.8
13020,2017,Peru,Aidsfonds - Soaaids Nederland,8304.941964
13020,2017,Peru,"Foreign Affairs, Trade and Development Canada (DFATD)",79211.12552
13020,2017,Peru,Frontline AIDS,80654.24787
13020,2017,Peru,International Development Research Centre,44646.39135
13020,2017,Peru,UNICEF,25325.879
13020,2017,Peru,U.S. Agency for International Development,25000
13020,2017,Peru,World Bank,-90787
13020,2017,Peru,World Health Organization,170893.2
13020,2017,Philippines (the),Australian Aid,21327.47155
13020,2017,Philippines (the),European Commission - International Partnerships,51498.51929
13020,2017,Philippines (the),"Foreign Affairs, Trade and Development Canada (DFATD)",200006.5084
13020,2017,Philippines (the),UNICEF,402901.218
13020,2017,Philippines (the),U.S. Agency for International Development,1244404.48
13020,2017,Philippines (the),WGNRR,699436.8336
13020,2017,Philippines (the),World Bank,-324539
13020,2017,Poland,Aidsfonds - Soaaids Nederland,3964.285714
13020,2017,Portugal,Aidsfonds - Soaaids Nederland,8304.941964
13020,2017,Puerto Rico,Aidsfonds - Soaaids Nederland,6836.266667
13020,2017,Qatar,Aidsfonds - Soaaids Nederland,53470.3061
13020,2017,Qatar,U.S. Agency for International Development,39520.49
13020,2017,Réunion,Aidsfonds - Soaaids Nederland,53470.3061
13020,2017,Romania,Aidsfonds - Soaaids Nederland,57434.59181
13020,2017,Romania,World Bank,-1748894.01
13020,2017,Russian Federation (the),Aidsfonds - Soaaids Nederland,61775.24806
13020,2017,Rwanda,Aidsfonds - Soaaids Nederland,57434.59181
13020,2017,Rwanda,"Foreign Affairs, Trade and Development Canada (DFATD)",560677.0738
13020,2017,Rwanda,Handicap International Belgique,736376.1632
13020,2017,Rwanda,Swiss Agency for Development and Cooperation (SDC),2499.1455
13020,2017,Rwanda,UNICEF,932853.506
13020,2017,Rwanda,U.S. Agency for International Development,23711314.34
13020,2017,Saint Kitts and Nevis,Aidsfonds - Soaaids Nederland,60306.57276
13020,2017,Saint Kitts and Nevis,World Health Organization,8761.3
13020,2017,Saint Lucia,Aidsfonds - Soaaids Nederland,60306.57276
13020,2017,Saint Lucia,World Health Organization,6069.7
13020,2017,Saint Martin (French part),Aidsfonds - Soaaids Nederland,53470.3061
13020,2017,Saint Pierre and Miquelon,Aidsfonds - Soaaids Nederland,53470.3061
13020,2017,Saint Vincent and the Grenadines,Aidsfonds - Soaaids Nederland,60306.57276
13020,2017,Samoa,Aidsfonds - Soaaids Nederland,53470.3061
13020,2017,Samoa,Australian Aid,640278
13020,2017,Samoa,New Zealand Ministry of Foreign Affairs and Trade,56864
13020,2017,San Marino,Aidsfonds - Soaaids Nederland,53470.3061
13020,2017,Sao Tome and Principe,Aidsfonds - Soaaids Nederland,53470.3061
13020,2017,Sao Tome and Principe,UNICEF,26914.474
13020,2017,Saudi Arabia,Aidsfonds - Soaaids Nederland,53470.3061
13020,2017,Senegal,AFD,886774.0955
13020,2017,Senegal,Aidsfonds - Soaaids Nederland,57434.59181
13020,2017,Senegal,Bill and Melinda Gates Foundation,857541
13020,2017,Senegal,dance4life,314956.1235
13020,2017,Senegal,"Foreign Affairs, Trade and Development Canada (DFATD)",799827.4102
13020,2017,Senegal,Frontline AIDS,90404.24109
13020,2017,Senegal,International Development Research Centre,136239.81
13020,2017,Senegal,MSI Reproductive Choices,5469211.143
13020,2017,Senegal,UNICEF,1033114.808
13020,2017,Senegal,U.S. Agency for International Development,12148745.91
